,SPY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2018-11-21,5.465154435947095,3.140836336816603,3.698988346717008,3.161754390468585,3.122394870252755,4.120677760856702,3.4059150617758673,3.799066797129687,3.2475485582549073,3.063507388291766,4.365945726136837,3.86575375471257
2018-11-23,5.458453255612045,3.1300152604917875,3.685785626683331,3.1298784182998487,3.1143505485441403,4.118671827557758,3.39675006037868,3.8025405758962663,3.2439157564951357,3.0640619943986747,4.367396823527041,3.861255037542126
2018-11-26,5.474468663461532,3.141392882428558,3.708377869133809,3.1447879471640263,3.1345302916592117,4.125959321917316,3.4191257608806818,3.803817259415115,3.246036717111695,3.069958467086687,4.377055478583868,3.883453314989455
2018-11-27,5.4778274849191515,3.1290767523870615,3.7115641727618307,3.142009182352554,3.1352836390559737,4.124249454394899,3.42110760007249,3.8127096223764823,3.2514698484157125,3.077462762759504,4.387387339567848,3.8864208740500263
2018-11-28,5.50059183343088,3.1443559331704742,3.7322529089069283,3.1590225186324417,3.1543107734307876,4.147925693015254,3.4555369753751632,3.8209860918701315,3.259564778312322,3.0767328916132692,4.411159729800674,3.915528587697037
2018-11-29,5.498403986164366,3.151541488271039,3.735586077730431,3.1655361619086966,3.1457747074449407,4.148482774496304,3.445777868159057,3.82259710582701,3.260758365209312,3.07636802011383,4.414464458966217,3.9108755730873783
2018-11-30,5.504481086174407,3.154108192200129,3.7340317808769776,3.1637228092584175,3.1509790506631123,4.158179978268016,3.455242899077198,3.829016824903088,3.2702564071635805,3.0910463547456364,4.43458840749706,3.9181248044121086
2018-12-03,5.517635617557278,3.1715351673649517,3.735586077730431,3.185714602823826,3.1572627892022176,4.169692876588659,3.4770808262049107,3.829905004087791,3.2749721718222795,3.1010693190114673,4.429778571589495,3.9366574096266524
2018-12-04,5.484696511687338,3.141392882428558,3.7056386745801495,3.156587780574611,3.1128108680347064,4.126244056864911,3.4384707287761223,3.8128903436926156,3.261652548285492,3.101781819887833,4.407200713610164,3.899996786362825
2018-12-06,5.483178128978262,3.1277617773990345,3.7167765758388,3.137981784963837,3.098846444061564,4.120677760856702,3.4407132256875577,3.8139734813408106,3.2886968852131067,3.102848849127317,4.40344161577114,3.9047944120784996
2018-12-07,5.459667973136278,3.103402788861071,3.6976067668351145,3.132378897380424,3.079520271158423,4.093990114036787,3.404832150731487,3.801262430832964,3.2735009686343206,3.1065753217381977,4.377607859149691,3.874401025826093
2018-12-10,5.461563368548074,3.1060962441467708,3.705181568164563,3.1166478589934727,3.0654834100366335,4.096485556316392,3.41851507704325,3.801262430832964,3.269665650862002,3.108521715028023,4.381465335207032,3.87517453731046
2018-12-11,5.461790281927101,3.1028247727302523,3.7060959471033623,3.1169649594156983,3.0557430344032688,4.090603301694926,3.419736009600469,3.809452224802637,3.271437670078744,3.112579168313453,4.384540409748063,3.8755609896711665
2018-12-12,5.466813100697061,3.111461232994815,3.7167765758388,3.1209197068588077,3.0614365480329515,4.096192346407883,3.427484134778456,3.808182635033349,3.252372667177997,3.1062209237481113,4.393057564874423,3.8860386749113265
2018-12-13,5.466474094607049,3.0997359636072925,3.7122455334274567,3.124072215343882,3.0541105243568345,4.093401951457807,3.4291475204759543,3.8143344349184436,3.2592656459368365,3.114864970381975,4.394035763272516,3.881053678224179
2018-12-14,5.447836715391849,3.0919719404075208,3.7024338745041177,3.1009877746189987,3.044258189614259,4.079480016999563,3.404367578122321,3.797233940320623,3.257472273408125,3.112931405318981,4.359781876037043,3.864289026920045
2018-12-17,5.4280233975985075,3.0746758913561028,3.6827503272517466,3.0826203884890564,3.0343078196955346,4.062938389664279,3.382922079384965,3.773843024897403,3.219352014572471,3.080194212270328,4.339684799167764,3.8385527059884192
